 diamond 4 16062400.000.001h
 10 01 01 08 0 9999
   0.050   0.050    70.0   140.0    15.0    55.0  1401   801      1.00       0.0      41.1   1   0
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
		0	0	0	0	0	0	0	0	0	0	
